,file_paths,height,width
2765,./images/12492_2005.jpg,105,105
2767,./images/12494_2005.jpg,134,134
2774,./images/124_2000.jpg,112,112
2781,./images/12506_2005.jpg,114,114
2793,./images/12517_2005.jpg,124,124
2794,./images/12518_2005.jpg,138,138
2796,./images/1251_2001.jpg,102,102
2801,./images/12524_2005.jpg,112,112
2802,./images/12525_2005.jpg,120,120
2803,./images/12526_2005.jpg,101,101
2806,./images/12529_2005.jpg,129,129
2811,./images/12533_2005.jpg,109,109
2815,./images/12537_2005.jpg,103,103
2826,./images/12547_2005.jpg,123,123
2836,./images/12556_2005.jpg,119,119
2846,./images/12565_2005.jpg,103,103
2847,./images/12566_2005.jpg,121,121
2870,./images/12587_2005.jpg,140,140
2872,./images/12589_2005.jpg,105,105
2874,./images/12590_2005.jpg,124,124
2883,./images/12599_2005.jpg,107,107
2884,./images/1259_2001.jpg,106,106
2908,./images/12620_2005.jpg,121,121
2925,./images/12636_2005.jpg,108,108
2928,./images/12639_2005.jpg,156,156
2935,./images/12645_2005.jpg,103,103
2938,./images/12648_2005.jpg,117,117
2964,./images/12671_2005.jpg,140,140
2967,./images/12674_2005.jpg,149,149
2972,./images/12679_2005.jpg,138,138
2976,./images/12682_2005.jpg,113,113
2977,./images/12683_2005.jpg,132,132
2984,./images/1268_2001.jpg,101,101
2988,./images/12693_2005.jpg,100,100
2990,./images/12695_2005.jpg,107,107
2992,./images/12697_2005.jpg,161,161
2997,./images/12700_2005.jpg,118,118
2999,./images/12702_2005.jpg,114,114
3006,./images/12709_2005.jpg,110,110
3008,./images/12710_2005.jpg,103,103
3010,./images/12712_2005.jpg,119,119
3019,./images/12720_2005.jpg,111,111
3025,./images/12726_2005.jpg,158,158
3026,./images/12727_2005.jpg,110,110
3033,./images/12733_2005.jpg,128,128
3034,./images/12734_2005.jpg,109,109
3035,./images/12735_2005.jpg,105,105
3042,./images/12741_2005.jpg,103,103
3053,./images/12751_2005.jpg,129,129
3054,./images/12752_2005.jpg,117,117
3056,./images/12754_2005.jpg,121,121
3057,./images/12755_2005.jpg,131,131
3059,./images/12757_2005.jpg,126,126
3061,./images/12759_2005.jpg,103,103
3078,./images/12774_2005.jpg,108,108
3080,./images/12776_2005.jpg,141,141
3088,./images/12783_2005.jpg,109,109
3093,./images/12788_2005.jpg,118,118
3097,./images/12791_2005.jpg,120,120
3100,./images/12794_2005.jpg,103,103
3101,./images/12795_2005.jpg,138,138
3108,./images/12800_2005.jpg,121,121
3112,./images/12804_2005.jpg,123,123
3114,./images/12806_2005.jpg,118,118
3116,./images/12808_2005.jpg,107,107
3117,./images/12809_2005.jpg,167,167
3131,./images/12821_2005.jpg,119,119
3132,./images/12822_2005.jpg,147,147
3137,./images/12827_2005.jpg,124,124
3139,./images/12829_2005.jpg,146,146
3143,./images/12832_2005.jpg,110,110
3157,./images/12845_2005.jpg,116,116
3183,./images/12869_2005.jpg,114,114
3187,./images/12872_2005.jpg,110,110
3198,./images/12882_2005.jpg,100,100
3203,./images/12887_2005.jpg,116,116
3223,./images/12904_2005.jpg,106,106
3225,./images/12906_2005.jpg,131,131
3229,./images/1290_2001.jpg,106,106
3234,./images/12914_2005.jpg,105,105
3240,./images/1291_2001.jpg,106,106
3243,./images/12922_2005.jpg,109,109
3244,./images/12923_2005.jpg,133,133
3252,./images/12930_2005.jpg,112,112
3258,./images/12936_2005.jpg,124,124
3259,./images/12937_2005.jpg,117,117
3261,./images/12939_2005.jpg,113,113
3267,./images/12944_2005.jpg,142,142
3269,./images/12946_2005.jpg,116,116
3272,./images/12949_2005.jpg,107,107
3277,./images/12953_2005.jpg,102,102
3287,./images/12962_2005.jpg,113,113
3290,./images/12965_2005.jpg,124,124
3292,./images/12967_2005.jpg,147,147
3307,./images/12980_2005.jpg,124,124
3310,./images/12983_2005.jpg,134,134
3319,./images/12991_2005.jpg,110,110
3320,./images/12992_2005.jpg,168,168
3323,./images/12995_2005.jpg,109,109
3327,./images/12999_2005.jpg,110,110
3334,./images/13003_2005.jpg,124,124
3344,./images/13012_2005.jpg,130,130
3359,./images/13026_2005.jpg,115,115
3366,./images/13032_2005.jpg,107,107
3372,./images/13038_2005.jpg,138,138
3392,./images/13056_2005.jpg,122,122
3397,./images/13060_2005.jpg,104,104
3400,./images/13063_2005.jpg,119,119
3401,./images/13064_2005.jpg,108,108
3403,./images/13066_2005.jpg,112,112
3406,./images/13069_2005.jpg,127,127
3415,./images/13077_2005.jpg,109,109
3417,./images/13079_2005.jpg,184,184
3419,./images/13080_2005.jpg,109,109
3422,./images/13083_2005.jpg,114,114
3426,./images/13087_2005.jpg,116,116
3427,./images/13088_2005.jpg,141,141
3428,./images/13089_2005.jpg,124,124
3430,./images/13090_2005.jpg,101,101
3432,./images/13092_2005.jpg,121,121
3442,./images/13100_2005.jpg,123,123
3449,./images/13107_2005.jpg,139,139
3452,./images/1310_2001.jpg,111,111
3453,./images/13110_2005.jpg,115,115
3456,./images/13113_2005.jpg,130,130
3457,./images/13114_2005.jpg,103,103
3459,./images/13116_2005.jpg,118,118
3463,./images/1311_2001.jpg,100,100
3464,./images/13120_2005.jpg,130,131
3479,./images/13135_2005.jpg,113,113
3482,./images/13138_2005.jpg,107,107
3484,./images/1313_2001.jpg,126,126
3486,./images/13141_2005.jpg,109,109
3487,./images/13142_2005.jpg,120,120
3492,./images/13147_2005.jpg,116,116
3494,./images/13149_2005.jpg,111,111
3507,./images/13160_2005.jpg,101,101
3509,./images/13162_2005.jpg,116,116
3510,./images/13163_2005.jpg,167,167
3512,./images/13165_2005.jpg,123,123
3515,./images/13168_2005.jpg,123,123
3527,./images/13179_2005.jpg,109,109
3530,./images/13181_2005.jpg,122,122
3531,./images/13182_2005.jpg,115,115
3534,./images/13185_2005.jpg,118,118
3537,./images/13188_2005.jpg,117,117
3542,./images/13192_2005.jpg,137,137
3544,./images/13194_2005.jpg,113,113
3564,./images/13211_2005.jpg,141,141
3570,./images/13217_2005.jpg,102,102
3587,./images/13232_2005.jpg,147,147
3599,./images/13243_2005.jpg,108,108
3600,./images/13244_2005.jpg,102,102
3601,./images/13245_2005.jpg,132,132
3610,./images/13253_2005.jpg,116,116
3624,./images/13266_2005.jpg,115,115
3629,./images/13270_2005.jpg,109,109
3634,./images/13275_2005.jpg,106,106
3635,./images/13276_2005.jpg,111,111
3639,./images/1327_2001.jpg,100,100
3642,./images/13282_2005.jpg,147,147
3645,./images/13285_2005.jpg,121,121
3650,./images/1328_2001.jpg,112,112
3656,./images/13295_2005.jpg,127,127
3665,./images/13302_2005.jpg,123,123
3666,./images/13303_2005.jpg,113,113
3669,./images/13306_2005.jpg,107,107
3670,./images/13307_2005.jpg,111,111
3671,./images/13308_2005.jpg,100,100
3678,./images/13314_2005.jpg,120,120
3679,./images/13315_2005.jpg,106,106
3682,./images/13318_2005.jpg,118,118
3692,./images/13327_2005.jpg,120,120
3694,./images/13329_2005.jpg,114,114
3697,./images/13331_2005.jpg,116,116
3701,./images/13335_2005.jpg,134,134
3707,./images/13340_2005.jpg,126,126
3721,./images/13353_2005.jpg,102,102
3724,./images/13356_2005.jpg,115,115
3730,./images/13361_2005.jpg,114,114
3734,./images/13365_2005.jpg,106,106
3739,./images/1336_2001.jpg,101,101
3750,./images/1337_2001.jpg,119,119
3752,./images/13381_2005.jpg,124,124
3753,./images/13382_2005.jpg,112,112
3764,./images/13392_2005.jpg,141,141
3765,./images/13393_2005.jpg,121,121
3774,./images/13400_2005.jpg,101,101
3779,./images/13405_2005.jpg,125,125
3782,./images/13408_2005.jpg,103,103
3789,./images/13414_2005.jpg,101,101
3797,./images/13421_2006.jpg,119,119
3804,./images/13428_2006.jpg,105,105
3809,./images/13432_2006.jpg,114,114
3810,./images/13433_2006.jpg,116,116
3813,./images/13436_2006.jpg,104,104
3814,./images/13437_2006.jpg,100,100
3815,./images/13438_2006.jpg,112,112
3816,./images/13439_2006.jpg,114,114
3817,./images/1343_2001.jpg,101,101
3819,./images/13441_2006.jpg,118,118
3822,./images/13444_2006.jpg,111,111
3824,./images/13446_2006.jpg,109,109
3826,./images/13448_2006.jpg,106,106
3827,./images/13449_2006.jpg,102,102
3830,./images/13451_2006.jpg,110,110
3831,./images/13452_2006.jpg,114,114
3832,./images/13453_2006.jpg,116,116
3834,./images/13455_2006.jpg,122,122
3839,./images/1345_2001.jpg,106,106
3840,./images/13460_2006.jpg,102,102
3848,./images/13468_2006.jpg,103,103
3854,./images/13473_2006.jpg,108,108
3859,./images/13478_2006.jpg,102,102
3863,./images/13481_2006.jpg,125,125
3866,./images/13484_2006.jpg,102,102
3869,./images/13487_2006.jpg,122,122
3879,./images/13496_2006.jpg,107,107
3885,./images/13500_2006.jpg,118,118
3886,./images/13501_2006.jpg,107,107
3887,./images/13502_2006.jpg,108,108
3893,./images/13508_2006.jpg,104,104
3894,./images/13509_2006.jpg,120,120
3900,./images/13514_2006.jpg,101,101
3904,./images/13518_2006.jpg,105,105
3905,./images/13519_2006.jpg,129,129
3908,./images/13521_2006.jpg,122,122
3909,./images/13522_2006.jpg,114,114
3910,./images/13523_2006.jpg,109,109
3912,./images/13525_2006.jpg,121,121
3914,./images/13527_2006.jpg,115,115
3915,./images/13528_2006.jpg,112,112
3921,./images/13533_2006.jpg,101,101
3922,./images/13534_2006.jpg,104,104
3924,./images/13536_2006.jpg,119,119
3926,./images/13538_2006.jpg,107,107
3930,./images/13541_2006.jpg,120,120
3931,./images/13542_2006.jpg,115,115
3932,./images/13543_2006.jpg,119,119
3935,./images/13546_2006.jpg,124,124
3938,./images/13549_2006.jpg,102,102
3944,./images/13554_2006.jpg,102,102
3948,./images/13558_2006.jpg,132,132
3949,./images/13559_2006.jpg,112,112
3950,./images/1355_2001.jpg,108,108
3952,./images/13561_2006.jpg,100,100
3954,./images/13563_2006.jpg,100,100
3956,./images/13565_2006.jpg,105,105
3957,./images/13566_2006.jpg,129,129
